% Title : UCI Skin Segmentation.
% 
% Rob Lyon (robert.lyon@cs.man.ac.uk)

@RELATION SkinSegmentation

@ATTRIBUTE B	NUMERIC
@ATTRIBUTE G	NUMERIC
@ATTRIBUTE R	NUMERIC
@ATTRIBUTE class		{0,1}

@DATA
195,196,157,0
198,199,160,0
196,197,158,0
181,182,143,0
167,168,129,0
165,166,127,0
167,168,129,0
164,167,128,0
164,167,128,0
164,167,128,0
164,167,128,0
165,168,129,0
165,168,129,0
165,168,129,0
165,168,129,0
163,166,127,0
162,165,126,0
162,165,126,0
162,165,126,0
161,164,125,0
161,164,125,0
160,163,124,0
160,163,124,0
160,163,124,0
160,163,124,0
160,163,124,0
160,163,124,0
159,162,123,0
159,162,123,0
159,162,123,0
159,162,123,0
160,161,121,0
160,161,121,0
160,161,121,0
160,161,121,0
160,161,121,0
160,161,121,0
160,161,121,0
161,162,122,0
159,160,120,0
159,160,120,0
159,160,120,0
160,161,121,0
161,162,122,0
0,128,0,0
0,128,0,0
0,128,0,0
0,128,0,0
0,128,0,0
0,128,0,0
0,128,0,0
0,128,0,0
161,163,121,0
161,163,121,0
160,162,120,0
158,160,118,0
158,160,118,0
158,160,118,0
158,160,118,0
158,160,118,0
157,159,117,0
157,159,117,0
157,159,117,0
155,158,113,0
156,159,114,0
156,159,114,0
156,159,114,0
155,158,113,0
154,157,112,0
153,156,111,0
152,155,110,0
154,157,112,0
154,157,112,0
154,157,112,0
153,156,111,0
153,156,111,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
151,154,108,0
151,154,108,0
151,154,108,0
150,153,107,0
150,153,107,0
150,153,107,0
150,153,107,0
150,153,107,0
149,152,106,0
149,152,106,0
149,152,106,0
149,152,103,0
151,154,105,0
150,153,104,0
146,149,100,0
141,144,95,0
138,141,92,0
139,142,93,0
141,144,95,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,93,0
139,144,93,0
139,145,92,0
142,142,94,0
142,142,94,0
144,141,97,0
144,141,97,0
142,142,96,0
140,143,94,0
139,143,94,0
130,137,86,0
128,135,84,0
132,136,87,0
126,128,82,0
116,113,69,0
112,105,66,0
115,109,68,0
109,109,63,0
107,110,60,0
106,109,59,0
105,108,58,0
104,107,57,0
104,107,57,0
107,107,59,0
105,108,59,0
105,105,57,0
105,108,59,0
106,109,60,0
105,108,59,0
104,106,60,0
103,105,59,0
105,107,61,0
107,110,60,0
109,115,60,0
97,103,44,0
89,92,36,0
90,93,37,0
89,95,38,0
87,89,37,0
91,84,45,0
97,86,54,0
89,82,49,0
87,90,45,0
80,97,34,0
48,95,46,0
147,235,235,0
116,230,253,0
107,231,255,0
107,234,255,0
109,232,252,0
111,232,251,0
111,232,251,0
111,232,251,0
111,232,252,0
110,231,251,0
108,229,249,0
107,228,248,0
107,224,245,0
107,224,245,0
110,222,244,0
109,221,243,0
111,219,243,0
109,217,241,0
108,214,238,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
141,195,206,0
54,38,26,0
87,31,12,0
94,27,12,0
94,24,11,0
94,30,19,0
91,31,19,0
88,31,16,0
88,32,15,0
87,31,14,0
86,29,14,0
88,26,15,0
89,25,14,0
94,25,16,0
97,28,11,0
97,34,0,0
96,33,5,0
93,24,27,0
90,23,30,0
86,31,16,0
86,34,11,0
88,28,12,0
90,27,13,0
91,28,14,0
92,29,15,0
92,29,15,0
92,29,15,0
92,29,15,0
92,29,15,0
91,28,14,0
91,28,14,0
91,28,14,0
90,27,13,0
90,27,13,0
90,27,13,0
90,27,13,0
78,31,10,0
73,54,19,0
60,59,15,0
58,61,12,0
57,60,14,0
55,59,17,0
53,57,21,0
51,54,28,0
51,54,29,0
50,53,27,0
52,55,23,0
54,58,16,0
55,61,14,0
57,61,12,0
59,60,16,0
61,57,22,0
61,56,25,0
59,57,26,0
57,58,26,0
59,57,26,0
59,56,25,0
62,57,26,0
62,57,26,0
62,57,24,0
61,59,25,0
59,61,25,0
57,62,23,0
61,69,28,0
70,79,36,0
75,82,37,0
71,79,32,0
72,78,31,0
71,79,38,0
61,72,46,0
140,148,148,0
137,136,178,0
130,128,180,0
127,128,166,0
124,123,157,0
125,115,157,0
119,106,150,0
116,106,149,0
119,116,155,0
113,121,150,0
121,132,160,0
119,120,158,0
113,115,133,0
67,72,45,0
76,82,33,0
74,77,31,0
74,77,32,0
74,77,32,0
74,77,32,0
73,76,31,0
73,76,31,0
73,76,31,0
73,76,31,0
71,74,29,0
71,74,29,0
71,74,29,0
71,74,29,0
70,73,28,0
70,73,28,0
70,73,28,0
70,73,28,0
73,71,30,0
75,73,32,0
76,74,33,0
72,71,27,0
80,77,32,0
76,74,26,0
134,132,84,0
187,184,139,0
189,183,140,0
189,183,142,0
189,182,143,0
189,183,142,0
189,183,140,0
189,184,139,0
190,184,137,0
189,185,137,0
193,191,143,0
176,187,141,0
152,191,145,0
106,167,123,0
83,158,120,0
73,149,117,0
82,148,123,0
87,150,130,0
89,152,132,0
82,150,127,0
81,157,126,0
88,162,128,0
101,162,124,0
119,159,118,0
166,177,137,0
176,174,133,0
180,177,133,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
178,175,130,0
177,174,129,0
175,172,127,0
174,171,126,0
174,171,126,0
174,171,126,0
175,172,127,0
176,173,128,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
174,172,124,0
174,172,124,0
174,172,124,0
174,172,124,0
174,172,124,0
174,172,124,0
174,172,124,0
172,172,124,0
167,172,121,0
168,174,125,0
167,173,126,0
168,172,131,0
168,170,134,0
187,189,159,0
182,182,158,0
184,183,163,0
185,183,165,0
188,183,168,0
188,183,168,0
188,183,168,0
187,182,167,0
188,184,166,0
189,185,167,0
191,187,169,0
194,191,177,0
193,192,178,0
196,193,178,0
196,196,180,0
200,197,182,0
199,199,183,0
202,199,184,0
201,201,185,0
211,208,193,0
211,211,195,0
215,212,197,0
214,214,198,0
217,215,197,0
216,216,198,0
220,218,200,0
219,219,201,0
223,224,204,0
224,226,206,0
226,228,209,0
227,229,210,0
228,229,213,0
227,230,215,0
229,231,219,0
231,233,221,0
255,255,248,0
255,255,249,0
255,255,251,0
255,255,252,0
255,255,254,0
253,255,254,0
253,255,254,0
255,255,255,0
255,253,255,0
255,250,251,0
255,247,238,0
255,241,229,0
253,231,226,0
252,223,219,0
251,219,208,0
250,213,199,0
245,203,190,0
243,196,188,0
242,186,185,0
241,180,178,0
241,178,164,0
241,172,155,0
237,162,153,0
237,158,145,0
236,155,128,0
236,149,123,0
233,138,123,0
230,129,120,0
230,123,115,0
232,117,106,0
232,113,92,0
234,109,81,0
233,101,71,0
229,90,63,0
237,91,69,0
231,76,60,0
234,76,60,0
228,66,48,0
232,70,46,0
199,76,44,0
198,156,113,0
164,162,114,0
164,162,114,0
164,162,114,0
164,162,114,0
164,162,114,0
164,162,114,0
164,162,114,0
166,164,116,0
165,163,115,0
164,162,114,0
163,161,113,0
162,160,112,0
162,160,112,0
162,160,112,0
255,255,255,0
205,204,170,0
205,204,170,0
205,204,170,0
205,204,170,0
205,204,170,0
205,204,170,0
205,204,170,0
204,203,169,0
205,204,170,0
206,205,171,0
204,203,169,0
205,204,170,0
205,204,170,0
203,202,168,0
199,198,164,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,163,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
198,199,160,0
191,192,153,0
196,197,158,0
195,196,157,0
174,175,136,0
161,162,123,0
164,165,126,0
167,168,129,0
164,167,128,0
164,167,128,0
164,167,128,0
164,167,128,0
165,168,129,0
165,168,129,0
165,168,129,0
165,168,129,0
163,166,127,0
163,166,127,0
162,164,128,0
162,165,126,0
161,164,125,0
161,164,125,0
160,163,124,0
160,163,124,0
160,163,124,0
160,163,124,0
160,163,124,0
160,163,124,0
159,162,123,0
159,162,123,0
159,162,123,0
159,162,123,0
159,160,120,0
159,160,120,0
160,161,121,0
160,161,121,0
160,161,121,0
160,161,121,0
160,161,121,0
160,161,121,0
159,160,120,0
159,160,120,0
160,161,121,0
161,162,122,0
162,163,123,0
0,128,0,0
0,128,0,0
0,128,0,0
0,128,0,0
0,128,0,0
0,128,0,0
0,128,0,0
0,128,0,0
163,165,123,0
162,163,123,0
162,164,122,0
158,159,119,0
158,160,118,0
158,159,119,0
158,160,118,0
158,159,119,0
158,160,118,0
157,158,118,0
157,159,117,0
155,158,113,0
156,159,114,0
156,159,114,0
156,159,114,0
155,158,113,0
154,157,112,0
153,156,111,0
152,155,110,0
154,157,112,0
154,157,112,0
154,157,112,0
154,157,112,0
153,156,111,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
151,154,108,0
151,154,108,0
151,154,108,0
150,153,107,0
150,153,107,0
150,153,107,0
150,153,107,0
150,153,107,0
149,152,106,0
149,152,106,0
149,152,106,0
149,152,103,0
151,154,105,0
150,153,104,0
146,149,100,0
141,144,95,0
138,141,92,0
139,142,93,0
141,144,95,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,94,0
140,143,93,0
140,143,93,0
140,144,92,0
142,143,93,0
142,142,94,0
142,142,96,0
142,142,96,0
140,142,96,0
139,142,96,0
136,142,93,0
129,135,86,0
127,133,84,0
132,136,87,0
126,128,82,0
113,112,68,0
112,106,65,0
117,111,68,0
110,110,64,0
107,110,60,0
105,108,59,0
104,107,58,0
103,106,57,0
104,107,58,0
106,108,62,0
107,109,63,0
101,103,57,0
104,106,60,0
106,109,63,0
106,109,63,0
104,107,62,0
103,106,61,0
104,107,62,0
105,111,62,0
107,119,59,0
92,103,40,0
84,92,31,0
87,95,34,0
87,96,33,0
81,87,28,0
85,83,35,0
94,88,47,0
88,86,45,0
83,89,42,0
73,92,35,0
45,91,48,0
151,236,232,0
122,232,250,0
109,229,251,0
104,229,250,0
110,231,251,0
110,230,249,0
110,230,249,0
111,231,250,0
111,230,251,0
110,229,250,0
109,228,249,0
107,226,247,0
109,226,247,0
110,225,246,0
112,224,246,0
112,224,246,0
112,222,246,0
112,220,244,0
108,216,240,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
141,194,204,0
51,35,28,0
85,30,15,0
95,26,16,0
95,25,12,0
89,27,11,0
87,28,12,0
88,29,13,0
87,31,14,0
89,31,12,0
90,32,13,0
91,30,16,0
93,30,16,0
94,29,15,0
97,31,12,0
97,36,2,0
95,35,6,0
91,27,23,0
87,25,25,0
85,31,14,0
87,33,10,0
93,31,13,0
95,31,13,0
98,31,16,0
98,32,14,0
98,31,16,0
96,30,12,0
94,27,12,0
93,27,9,0
96,29,14,0
96,30,12,0
96,29,14,0
95,29,11,0
95,28,13,0
95,29,11,0
95,28,13,0
82,32,9,0
73,55,18,0
60,60,14,0
58,61,12,0
56,59,13,0
55,59,17,0
55,58,19,0
54,56,26,0
52,56,27,0
52,54,24,0
52,56,21,0
54,58,16,0
55,61,14,0
57,60,14,0
59,60,16,0
61,58,20,0
62,57,24,0
60,57,26,0
62,56,27,0
62,56,27,0
63,55,26,0
64,56,26,0
64,56,26,0
63,58,27,0
61,59,25,0
62,62,26,0
54,59,20,0
57,65,24,0
70,79,36,0
74,83,40,0
70,77,32,0
68,75,30,0
70,78,41,0
58,67,47,0
138,144,149,0
138,138,174,0
132,130,176,0
127,128,162,0
123,122,154,0
124,115,155,0
117,107,149,0
116,106,148,0
120,116,152,0
114,118,146,0
120,127,152,0
113,115,145,0
107,110,124,0
61,69,46,0
72,80,39,0
72,77,32,0
74,77,32,0
74,77,32,0
74,77,32,0
74,77,32,0
74,77,32,0
73,76,31,0
73,76,31,0
70,73,28,0
70,73,28,0
70,73,28,0
70,73,28,0
70,73,28,0
70,73,28,0
70,73,28,0
69,72,27,0
71,71,31,0
72,72,32,0
77,75,34,0
68,67,23,0
72,71,27,0
74,71,26,0
100,97,52,0
182,179,134,0
188,182,141,0
188,182,141,0
188,182,141,0
188,182,141,0
188,182,139,0
188,183,138,0
189,183,136,0
188,184,136,0
186,184,136,0
172,183,137,0
149,188,143,0
100,160,120,0
77,154,117,0
69,149,118,0
75,150,122,0
77,150,124,0
79,150,124,0
83,157,131,0
76,161,129,0
74,156,121,0
88,158,118,0
106,152,110,0
160,174,132,0
180,179,135,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
180,177,132,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
179,176,131,0
178,175,130,0
176,173,128,0
175,172,127,0
173,170,125,0
173,170,125,0
174,171,126,0
175,172,127,0
176,173,128,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
174,172,124,0
174,172,124,0
174,172,124,0
174,172,124,0
174,172,124,0
174,172,124,0
174,172,124,0
172,172,124,0
170,173,124,0
171,175,126,0
170,173,127,0
167,169,127,0
163,164,125,0
179,179,143,0
168,166,135,0
168,165,137,0
172,167,142,0
173,168,143,0
173,167,144,0
172,167,142,0
172,165,140,0
172,165,140,0
173,166,141,0
174,167,142,0
172,166,143,0
171,167,143,0
171,167,142,0
170,166,141,0
170,166,141,0
170,166,141,0
169,165,140,0
169,165,140,0
173,169,144,0
174,170,145,0
174,170,145,0
174,170,145,0
172,168,143,0
172,169,141,0
172,168,143,0
173,170,142,0
172,172,142,0
170,173,141,0
172,172,142,0
171,170,142,0
168,169,143,0
167,168,142,0
165,168,142,0
165,167,145,0
255,255,244,0
255,255,248,0
255,255,248,0
254,255,248,0
254,255,250,0
254,255,251,0
254,255,251,0
254,255,253,0
255,253,253,0
255,250,249,0
255,248,239,0
253,238,229,0
254,230,224,0
250,221,214,0
252,218,205,0
252,215,201,0
251,208,193,0
249,201,189,0
246,190,185,0
246,184,178,0
248,181,166,0
246,174,156,0
243,165,152,0
240,159,144,0
236,156,131,0
235,151,125,0
231,141,124,0
228,132,119,0
230,125,114,0
231,120,104,0
230,113,92,0
232,109,83,0
235,105,76,0
232,93,66,0
237,89,65,0
223,70,49,0
231,71,53,0
232,68,49,0
233,69,46,0
196,73,41,0
198,156,113,0
164,163,113,0
164,162,114,0
164,162,114,0
164,162,114,0
164,162,114,0
164,162,114,0
164,162,114,0
166,164,116,0
165,163,115,0
164,162,114,0
163,161,113,0
162,160,112,0
162,160,112,0
162,160,112,0
255,255,255,0
205,204,170,0
205,204,170,0
205,204,170,0
205,204,170,0
205,204,170,0
205,204,170,0
205,204,170,0
204,203,169,0
205,204,170,0
206,205,171,0
204,203,169,0
205,204,170,0
205,204,170,0
203,202,168,0
199,198,164,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,197,162,0
199,200,161,0
199,200,161,0
202,203,164,0
190,191,152,0
167,168,129,0
162,163,124,0
166,167,128,0
161,162,123,0
166,167,128,0
166,167,128,0
166,167,128,0
166,167,128,0
166,167,128,0
166,167,128,0
166,167,128,0
164,167,128,0
165,167,131,0
162,166,130,0
162,166,131,0
162,166,130,0
161,165,129,0
160,164,128,0
160,164,128,0
160,164,128,0
158,162,126,0
158,162,126,0
158,163,124,0
158,163,124,0
157,162,123,0
157,162,123,0
157,162,123,0
157,162,123,0
157,160,121,0
158,161,122,0
159,162,123,0
159,162,123,0
159,162,123,0
158,161,122,0
156,159,120,0
155,158,119,0
156,159,120,0
157,160,121,0
160,163,124,0
162,165,126,0
163,166,127,0
0,128,0,0
0,128,0,0
0,128,0,0
0,128,0,0
0,128,0,0
0,128,0,0
0,128,0,0
0,128,0,0
163,167,126,0
163,166,127,0
163,167,126,0
162,165,126,0
162,166,125,0
161,164,125,0
160,164,123,0
158,161,122,0
157,161,120,0
156,159,120,0
156,160,119,0
153,157,115,0
154,159,114,0
154,159,114,0
153,158,113,0
153,158,113,0
152,157,112,0
152,157,112,0
151,156,111,0
151,156,111,0
150,155,110,0
150,155,110,0
151,156,111,0
152,157,112,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
255,128,0,0
149,154,109,0
149,154,109,0
149,154,109,0
149,154,109,0
148,153,108,0
148,153,108,0
147,152,107,0
147,152,107,0
147,152,107,0
147,152,107,0
150,153,107,0
150,153,104,0
151,154,105,0
149,152,103,0
144,147,98,0
141,144,95,0
141,144,95,0
141,144,95,0
140,143,94,0
141,144,95,0
141,144,95,0
141,144,95,0
141,144,95,0
141,144,95,0
141,144,95,0
141,144,95,0
141,144,95,0
141,144,95,0
141,144,95,0
141,144,95,0
141,144,95,0
141,144,95,0
141,144,95,0
141,144,95,0
141,144,95,0
141,144,95,0
141,144,95,0
141,144,95,0
141,144,95,0
141,144,95,0
141,144,95,0
141,144,95,0
141,144,94,0
145,146,96,0
145,147,95,0
145,146,96,0
142,145,96,0
140,144,95,0
139,142,96,0
137,143,96,0
137,142,97,0
127,134,89,0
126,133,88,0
129,134,89,0
135,138,93,0
110,111,67,0
111,110,66,0
109,106,62,0
107,104,59,0
103,103,55,0
101,105,53,0
102,105,55,0
102,105,55,0
103,106,56,0
103,106,56,0
103,107,58,0
103,107,58,0
103,106,60,0
103,106,60,0
104,107,62,0
104,107,62,0
105,107,65,0
106,108,66,0
104,108,66,0
104,109,64,0
106,116,63,0
96,108,50,0
87,96,39,0
83,92,35,0
85,91,32,0
86,90,31,0
91,90,34,0
93,89,38,0
92,88,40,0
86,91,46,0
68,88,46,0
45,86,58,0
165,238,230,0
139,234,243,0
117,230,246,0
113,233,252,0
112,230,249,0
114,229,249,0
113,228,248,0
113,228,248,0
112,227,247,0
112,227,247,0
112,227,248,0
112,227,248,0
111,226,247,0
114,226,248,0
114,226,248,0
113,225,247,0
111,223,245,0
108,219,241,0
104,214,238,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
0,255,255,0
91,194,226,0
95,195,224,0
104,196,221,0
111,196,212,0
160,206,217,0
41,24,28,0
87,30,31,0
91,23,24,0
94,23,19,0
93,28,20,0
92,30,19,0
93,31,20,0
92,32,20,0
93,31,20,0
92,30,19,0
90,28,17,0
90,28,17,0
92,28,17,0
93,30,16,0
93,32,12,0
90,28,10,0
89,27,17,0
91,29,21,0
92,33,18,0
91,32,16,0
95,33,17,0
95,33,17,0
96,31,17,0
95,30,15,0
94,29,15,0
94,29,14,0
94,29,15,0
94,29,14,0
93,28,14,0
94,29,14,0
98,30,17,0
99,32,17,0
98,30,17,0
97,30,15,0
94,26,13,0
79,29,9,0
72,55,22,0
58,59,19,0
58,59,19,0
56,60,19,0
56,59,20,0
56,58,22,0
56,57,23,0
54,58,23,0
56,57,23,0
56,58,22,0
56,59,20,0
56,60,19,0
56,60,19,0
59,60,21,0
59,59,23,0
59,59,23,0
59,58,24,0
59,58,24,0
59,58,24,0
59,58,24,0
59,58,24,0
59,58,24,0
59,58,24,0
59,59,23,0
57,59,23,0
57,59,23,0
58,63,24,0
63,68,29,0
69,74,35,0
73,76,37,0
72,75,36,0
65,69,40,0
58,60,54,0
133,135,146,0
143,140,166,0
131,128,160,0
134,129,161,0
124,118,153,0
126,116,158,0
119,109,151,0
117,107,149,0
119,112,149,0
127,125,154,0
116,116,140,0
120,119,139,0
104,106,116,0
59,63,57,0
61,67,44,0
70,74,39,0
71,75,33,0
71,75,33,0
71,75,33,0
70,74,32,0
69,73,31,0
69,73,31,0
69,73,31,0
68,72,30,0
68,72,30,0
68,72,30,0
68,72,30,0
68,72,30,0
68,72,30,0
68,72,30,0
70,71,31,0
72,73,34,0
68,69,30,0
73,72,34,0
65,65,25,0
71,71,31,0
72,70,30,0
90,88,47,0
174,172,131,0
181,177,136,0
203,199,158,0
181,175,134,0
184,178,135,0
198,191,148,0
184,178,133,0
189,183,138,0
190,184,139,0
188,182,139,0
175,181,140,0
163,190,156,0
109,158,126,0
80,150,120,0
74,154,123,0
71,152,119,0
75,156,123,0
78,154,122,0
73,154,121,0
69,157,127,0
71,158,125,0
88,162,128,0
110,158,122,0
165,176,138,0
179,173,132,0
180,177,133,0
180,177,132,0
